subject	item	sentcond	questcond	dependnum	starttime	endtime	subresp	correctresp	accuracy
25	64	 3	 12	1	1784494	1791525	6		0
25	62	 1	 11	1	1823873	1833318	6		0
25	6	 1	 11	1	1845935	1849522	6		0
25	92	 3	 12	1	1861999	1863930	7		0
25	24	 3	 12	1	1890273	1892818	7		0
25	42	 1	 12	1	1917167	1920019	7		0
25	52	 3	 11	1	1940128	1943559	6		0
25	69	 4	 12	1	1958589	1961534	7		0
25	29	 4	 11	1	1975246	1988936	7		0
25	65	 4	 12	1	2007266	2011892	7		0
25	51	 2	 11	1	2024867	2027225	6		0
25	58	 1	 11	1	2053138	2056264	6		0
25	50	 1	 12	1	2068016	2070528	7		0
25	53	 4	 12	1	2108190	2110809	7		0
25	27	 2	 11	1	2160818	2163925	6		0
25	55	 2	 11	1	2202941	2205409	6		0
25	11	 2	 11	1	2217487	2221001	6		0
25	57	 4	 12	1	2246610	2249477	7		0
25	47	 2	 11	1	2262339	2265704	6		0
25	71	 2	 12	1	2299889	2301976	7		0
25	35	 2	 12	1	2320159	2324585	7		0
26	2	 1	 1	1	391921	397334	6		0
26	4	 1	 1	1	436435	442261	6		0
26	5	 1	 1	1	484118	488010	7		0
26	1	 1	 1	1	497855	504818	7		0
26	3	 1	 1	1	519906	524184	6		0
26	57	 1	 12	1	752051	757145	7		0
26	65	 1	 12	1	770033	775365	7		0
26	43	 3	 12	1	800032	804792	7		0
26	11	 3	 11	1	815635	820451	7		0
26	32	 4	 12	1	832913	835974	7		0
26	22	 2	 11	1	844564	848324	6		0
26	29	 1	 11	1	857587	865678	7		0
26	64	 4	 12	1	900965	914457	6		0
26	55	 3	 11	1	957657	961453	6		0
26	9	 1	 12	1	975436	982009	7		0
26	91	 3	 11	1	996707	1002289	6		0
26	56	 4	 11	1	1017643	1021215	6		0
26	59	 3	 11	1	1042125	1048513	7		0
26	27	 3	 11	1	1071920	1075465	6		0
26	18	 2	 11	1	1121465	1126605	7		0
26	69	 1	 12	1	1143635	1147173	7		0
26	88	 4	 11	1	1190404	1193001	6		0
26	36	 4	 11	1	1220899	1226921	7		0
26	48	 4	 11	1	1436423	1439265	6		0
26	25	 1	 12	1	1450244	1454265	7		0
26	42	 2	 12	1	1468775	1471612	7		0
26	38	 2	 12	1	1517782	1521917	7		0
26	54	 2	 12	1	1535040	1537636	7		0
26	49	 1	 12	1	1644324	1647194	7		0
26	6	 2	 11	1	1658960	1664196	6		0
26	62	 2	 11	1	1677455	1683008	6		0
26	40	 4	 12	1	1710021	1714324	7		0
26	53	 1	 12	1	1721459	1724533	7		0
26	45	 1	 12	1	1736997	1740269	7		0
26	21	 1	 11	1	1758948	1763553	6		0
26	76	 4	 12	1	1788513	1793032	7		0
26	52	 4	 11	1	1806113	1809733	6		0
26	35	 3	 12	1	1822260	1827785	7		0
26	92	 4	 12	1	1858112	1860770	7		0
26	12	 4	 12	1	1894854	1899018	7		0
26	47	 3	 11	1	1929250	1932679	6		0
26	58	 2	 11	1	1987968	1992250	6		0
26	98	 2	 12	1	2035759	2038771	7		0
26	78	 2	 12	1	2050655	2053411	7		0
26	71	 3	 12	1	2098688	2100947	7		0
26	15	 3	 11	1	2146900	2150074	6		0
26	23	 3	 12	1	2175911	2178687	7		0
26	94	 2	 12	1	2187329	2194714	7		0
26	50	 2	 12	1	2215572	2219466	7		0
26	19	 3	 12	1	2230849	2235347	7		0
26	24	 4	 12	1	2251300	2256027	7		0
26	72	 4	 11	1	2269656	2277516	6		0
26	95	 3	 12	1	2289415	2292843	7		0
26	97	 1	 12	1	2301713	2306459	7		0
26	51	 3	 11	1	2334886	2338135	6		0
27	2	 1	 1	1	577273	582648	7		0
27	3	 1	 1	1	592670	596711	6		0
27	4	 1	 1	1	606923	610260	6		0
27	1	 1	 1	1	631097	638852	7		0
27	5	 1	 1	1	663435	667236	6		0
27	22	 3	 11	1	938929	941222	6		0
27	35	 4	 12	1	949841	953384	7		0
27	54	 3	 12	1	968943	973652	7		0
27	64	 1	 12	1	980144	986132	7		0
27	95	 4	 12	1	1017970	1022005	7		0
27	97	 2	 12	1	1035833	1038080	7		0
27	69	 2	 12	1	1055899	1059317	7		0
27	25	 2	 12	1	1077674	1083164	7		0
27	45	 2	 12	1	1090356	1095912	7		0
27	15	 4	 11	1	1106773	1109176	6		0
27	55	 4	 11	1	1122383	1125440	6		0
27	48	 1	 11	1	1135853	1140088	6		0
27	58	 3	 11	1	1171229	1174917	6		0
27	57	 2	 12	1	1190650	1194268	7		0
27	9	 2	 12	1	1202403	1205172	6		0
27	76	 1	 12	1	1224250	1227173	7		0
27	11	 4	 11	1	1233869	1238864	6		0
27	24	 1	 12	1	1246418	1249432	7		0
27	52	 1	 11	1	1255520	1257333	6		0
27	19	 4	 12	1	1264977	1268649	7		0
27	62	 3	 11	1	1281547	1283853	6		0
27	49	 2	 12	1	1290306	1292596	7		0
27	72	 1	 11	1	1306015	1308581	6		0
27	51	 4	 11	1	1323424	1326484	6		0
27	36	 1	 11	1	1345394	1348468	7		0
27	47	 4	 11	1	1365324	1367894	6		0
27	38	 3	 12	1	1384203	1389093	7		0
27	23	 4	 12	1	1395526	1399273	7		0
27	50	 3	 12	1	1407536	1410085	7		0
27	43	 4	 12	1	1423423	1426423	7		0
27	27	 4	 11	1	1451148	1453509	6		0
27	88	 1	 11	1	1467439	1471566	6		0
27	21	 2	 11	1	1489374	1492636	6		0
27	40	 1	 12	1	1498432	1501785	6		0
27	56	 1	 11	1	1508573	1511021	6		0
27	78	 3	 12	1	1517852	1522745	7		0
27	91	 4	 11	1	1530724	1532821	6		0
27	42	 3	 12	1	1543679	1546085	7		0
27	94	 3	 12	1	1562086	1565894	6		0
27	98	 3	 12	1	1592078	1595937	7		0
27	65	 2	 12	1	1619598	1622833	6		0
27	92	 1	 12	1	1629419	1631425	7		0
27	53	 2	 12	1	1638205	1640553	7		0
27	12	 1	 12	1	1646765	1649225	7		0
27	59	 4	 11	1	1658114	1660929	6		0
27	29	 2	 11	1	1667997	1672925	6		0
27	6	 3	 11	1	1717020	1718637	6		0
27	18	 3	 11	1	1743058	1745078	6		0
27	32	 1	 12	1	1751950	1754394	7		0
27	71	 4	 12	1	1797010	1800870	7		0
28	2	 1	 1	1	2369203	2374042	6		0
28	4	 1	 1	1	2406688	2410574	7		0
28	3	 1	 1	1	2440653	2443415	6		0
28	5	 1	 1	1	2473710	2477318	7		0
28	1	 1	 1	1	2486304	2491800	6		0
28	22	 4	 11	1	2820487	2824170	6		0
28	71	 1	 12	1	2834818	2840106	7		0
28	43	 1	 12	1	2852482	2858282	6		0
28	18	 4	 11	1	2879345	2882423	6		0
28	52	 2	 11	1	2893441	2896550	6		0
28	11	 1	 11	1	2906960	2914675	6		0
28	59	 1	 11	1	2962046	2967655	6		0
28	23	 1	 12	1	2992099	2995439	7		0
28	98	 4	 12	1	3004257	3007645	7		0
28	38	 4	 12	1	3043440	3046580	7		0
28	42	 4	 12	1	3056709	3060296	7		0
28	51	 1	 11	1	3095656	3098315	6		0
28	47	 1	 11	1	3152367	3157240	7		0
28	24	 2	 12	1	3180241	3184377	7		0
28	55	 1	 11	1	3198769	3201704	6		0
28	40	 2	 12	1	3211406	3217104	7		0
28	91	 1	 11	1	3243983	3246792	6		0
28	50	 4	 12	1	3296414	3299479	7		0
28	97	 3	 12	1	3319039	3321464	7		0
28	32	 2	 12	1	3333151	3335267	7		0
28	54	 4	 12	1	3348399	3351016	7		0
28	65	 3	 12	1	3365647	3375700	7		0
28	56	 2	 11	1	3386441	3389611	6		0
28	78	 4	 12	1	3397762	3401243	7		0
28	92	 2	 12	1	3413665	3415817	7		0
28	58	 4	 11	1	3426958	3431076	6		0
28	95	 1	 12	1	3457763	3460780	7		0
28	48	 2	 11	1	3468912	3472428	6		0
28	45	 3	 12	1	3480113	3483833	7		0
28	49	 3	 12	1	3492070	3494676	7		0
28	12	 2	 12	1	3501538	3504755	7		0
28	21	 3	 11	1	3512770	3519700	7		0
28	76	 2	 12	1	3532722	3536836	7		0
28	19	 1	 12	1	3600563	3603720	7		0
28	69	 3	 12	1	3616272	3620724	7		0
28	64	 2	 12	1	3638353	3643131	7		0
28	94	 4	 12	1	3653072	3656148	7		0
28	25	 3	 12	1	3703090	3705524	7		0
28	27	 1	 11	1	3712707	3717064	6		0
28	62	 4	 11	1	3726606	3730920	6		0
28	15	 1	 11	1	3764578	3767432	6		0
28	57	 3	 12	1	3775070	3780233	7		0
28	29	 3	 11	1	3794355	3797593	7		0
28	72	 2	 11	1	3820913	3824460	6		0
28	53	 3	 12	1	3853688	3856811	7		0
28	88	 2	 11	1	3885646	3888480	6		0
28	6	 4	 11	1	3901219	3904664	6		0
28	35	 1	 12	1	3913169	3918020	6		0
28	36	 2	 11	1	3935236	3938601	7		0
28	9	 3	 12	1	3951135	3954632	6		0
29	4	 1	 1	1	392229	396588	6		0
29	5	 1	 1	1	423758	425693	7		0
29	2	 1	 1	1	512738	516427	7		0
29	3	 1	 1	1	531849	534299	6		0
29	1	 1	 1	1	553289	555652	7		0
29	40	 3	 12	1	674163	676188	7		0
29	64	 3	 12	1	682705	686637	7		0
29	51	 2	 11	1	694899	696454	6		0
29	50	 1	 12	1	709611	711608	7		0
29	53	 4	 12	1	730038	731821	7		0
29	58	 1	 11	1	750727	753217	6		0
29	15	 2	 11	1	759475	761240	6		0
29	48	 3	 11	1	778023	779596	6		0
29	94	 1	 12	1	786885	790536	7		0
29	95	 2	 12	1	808724	810855	7		0
29	97	 4	 12	1	817612	818863	7		0
29	19	 2	 12	1	825219	827520	7		0
29	24	 3	 12	1	833884	835536	7		0
29	29	 4	 11	1	841504	843684	6		0
29	6	 1	 11	1	866180	868121	6		0
29	49	 4	 12	1	891623	893099	7		0
29	69	 4	 12	1	919227	920575	7		0
29	56	 3	 11	1	928273	930547	6		0
29	23	 2	 12	1	942110	943919	7		0
29	65	 4	 12	1	952741	955384	7		0
29	47	 2	 11	1	1103470	1104788	6		0
29	35	 2	 12	1	1116823	1118799	7		0
29	12	 3	 12	1	1125420	1127439	7		0
29	25	 4	 12	1	1134669	1136671	7		0
29	98	 1	 12	1	1169318	1171709	7		0
29	92	 3	 12	1	1177809	1179252	7		0
29	36	 3	 11	1	1195190	1197341	7		0
29	55	 2	 11	1	1206935	1208464	6		0
29	38	 1	 12	1	1244986	1247870	7		0
29	43	 2	 12	1	1254278	1256172	7		0
29	11	 2	 11	1	1273366	1274800	6		0
29	72	 3	 11	1	1294693	1297000	6		0
29	88	 3	 11	1	1323476	1326301	6		0
29	42	 1	 12	1	1347700	1349248	7		0
29	9	 4	 12	1	1356326	1358752	7		0
29	32	 3	 12	1	1379288	1380429	7		0
29	18	 1	 11	1	1387545	1389276	6		0
29	62	 1	 11	1	1396247	1399081	6		0
29	21	 4	 11	1	1407062	1408393	6		0
29	71	 2	 12	1	1417605	1419134	7		0
29	22	 1	 11	1	1428503	1430440	6		0
29	76	 3	 12	1	1444587	1445984	7		0
29	52	 3	 11	1	1460571	1462093	6		0
29	91	 2	 11	1	1486872	1488542	6		0
29	27	 2	 11	1	1495192	1496783	6		0
29	54	 1	 12	1	1508149	1509689	7		0
29	57	 4	 12	1	1539465	1541949	7		0
29	78	 1	 12	1	1548992	1550881	7		0
29	59	 2	 11	1	1558054	1560313	6		0
29	45	 4	 12	1	1566794	1568879	7		0
30	4	 1	 1	1	269478	273050	6		0
30	3	 1	 1	1	305320	307642	6		0
30	5	 1	 1	1	366322	368710	7		0
30	1	 1	 1	1	375921	379205	7		0
30	2	 1	 1	1	390032	395129	7		0
30	22	 2	 11	1	491464	495255	6		0
30	15	 3	 11	1	504610	507703	6		0
30	92	 4	 12	1	524716	527678	7		0
30	49	 1	 12	1	544974	548642	7		0
30	88	 4	 11	1	565490	567847	6		0
30	57	 1	 12	1	588742	592343	7		0
30	65	 1	 12	1	627016	630639	7		0
30	36	 4	 11	1	667616	674167	7		0
30	29	 1	 11	1	691601	694787	6		0
30	50	 2	 12	1	705438	708322	7		0
30	42	 2	 12	1	737533	739594	7		0
30	27	 3	 11	1	750765	755486	6		0
30	35	 3	 12	1	787472	790654	7		0
30	24	 4	 12	1	799971	802375	7		0
30	25	 1	 12	1	819999	824950	7		0
30	78	 2	 12	1	836726	839209	7		0
30	71	 3	 12	1	853665	855529	7		0
30	9	 1	 12	1	891042	895127	7		0
30	11	 3	 11	1	964291	966870	6		0
30	91	 3	 11	1	977972	981062	6		0
30	69	 1	 12	1	1008146	1010585	7		0
30	76	 4	 12	1	1101400	1104699	7		0
30	55	 3	 11	1	1119541	1121990	6		0
30	64	 4	 12	1	1131182	1135720	6		0
30	98	 2	 12	1	1186836	1190135	7		0
30	53	 1	 12	1	1247887	1251394	7		0
30	38	 2	 12	1	1366351	1370403	7		0
30	58	 2	 11	1	1396000	1398835	6		0
30	23	 3	 12	1	1415022	1417219	7		0
30	21	 1	 11	1	1490869	1493552	6		0
30	18	 2	 11	1	1513823	1519591	6		0
30	48	 4	 11	1	1532164	1535193	6		0
30	51	 3	 11	1	1553696	1557721	6		0
30	19	 3	 12	1	1568511	1572259	7		0
30	72	 4	 11	1	1595136	1598697	6		0
30	97	 1	 12	1	1702402	1704744	7		0
30	12	 4	 12	1	1713302	1716392	7		0
30	43	 3	 12	1	1741332	1744170	7		0
30	54	 2	 12	1	1778473	1780620	7		0
30	40	 4	 12	1	1800096	1802736	7		0
30	56	 4	 11	1	1831633	1834788	6		0
30	52	 4	 11	1	1873347	1875749	6		0
30	62	 2	 11	1	1886312	1891084	6		0
30	32	 4	 12	1	1917801	1919293	7		0
30	6	 2	 11	1	1931603	1936244	7		0
30	45	 1	 12	1	1973313	1976506	7		0
30	59	 3	 11	1	1992081	1996730	6		0
30	94	 2	 12	1	2007331	2011513	7		0
30	95	 3	 12	1	2033441	2037093	7		0
30	47	 3	 11	1	2052385	2054913	6		0
31	4	 1	 1	1	278126	282258	6		0
31	5	 1	 1	1	333324	337863	6		0
31	2	 1	 1	1	349683	352623	7		0
31	3	 1	 1	1	386394	389661	6		0
31	1	 1	 1	1	423966	428176	7		0
31	71	 4	 12	1	684221	686627	6		0
31	25	 2	 12	1	759883	765059	7		0
31	69	 2	 12	1	782446	785296	7		0
31	88	 1	 11	1	795225	798548	6		0
31	23	 4	 12	1	809262	810995	7		0
31	48	 1	 11	1	818380	821107	6		0
31	59	 4	 11	1	832863	837872	6		0
31	36	 1	 11	1	963470	965908	7		0
31	57	 2	 12	1	984294	986617	7		0
31	78	 3	 12	1	999053	1001379	7		0
31	98	 3	 12	1	1063239	1065353	7		0
31	62	 3	 11	1	1076891	1086275	6		0
31	15	 4	 11	1	1246436	1248581	6		0
31	45	 2	 12	1	1257051	1261877	6		0
31	76	 1	 12	1	1311811	1314021	7		0
31	6	 3	 11	1	1322797	1324771	6		0
31	29	 2	 11	1	1334464	1338533	6		0
31	49	 2	 12	1	1372845	1375705	7		0
31	19	 4	 12	1	1459531	1463230	7		0
31	52	 1	 11	1	1482557	1485725	6		0
31	18	 3	 11	1	1496768	1499352	6		0
31	58	 3	 11	1	1523421	1526390	6		0
31	40	 1	 12	1	1549309	1552261	7		0
31	72	 1	 11	1	1567311	1569541	6		0
31	92	 1	 12	1	1585583	1588251	7		0
31	42	 3	 12	1	1609040	1611332	7		0
31	65	 2	 12	1	1630432	1634038	7		0
31	54	 3	 12	1	1650037	1654632	7		0
31	38	 3	 12	1	1706941	1709904	7		0
31	91	 4	 11	1	1733101	1736294	6		0
31	50	 3	 12	1	1773411	1775335	7		0
31	55	 4	 11	1	1813395	1815624	6		0
31	97	 2	 12	1	1823649	1825797	7		0
31	64	 1	 12	1	1834081	1841862	6		0
31	22	 3	 11	1	1856050	1859110	6		0
31	27	 4	 11	1	1882574	1885544	6		0
31	51	 4	 11	1	1901299	1903847	6		0
31	95	 4	 12	1	1924400	1929030	7		0
31	11	 4	 11	1	1938046	1940022	6		0
31	32	 1	 12	1	1948525	1950645	7		0
31	47	 4	 11	1	1964330	1966456	6		0
31	24	 1	 12	1	1988269	1990391	7		0
31	94	 3	 12	1	2001695	2014657	7		0
31	35	 4	 12	1	2119087	2122647	7		0
31	43	 4	 12	1	2143886	2147217	7		0
31	56	 1	 11	1	2187138	2190089	6		0
31	9	 2	 12	1	2208947	2215065	7		0
31	53	 2	 12	1	2228369	2231813	7		0
31	12	 1	 12	1	2245183	2249781	7		0
31	21	 2	 11	1	2275154	2277381	6		0
32	2	 1	 1	1	461175	463853	7		0
32	5	 1	 1	1	473541	475525	7		0
32	3	 1	 1	1	503769	505821	6		0
32	1	 1	 1	1	512123	513938	7		0
32	4	 1	 1	1	520909	524241	6		0
32	98	 4	 12	1	642254	644021	7		0
32	92	 2	 12	1	652534	654290	7		0
32	6	 4	 11	1	661386	663554	6		0
32	94	 4	 12	1	712735	714946	7		0
32	97	 3	 12	1	725995	727902	7		0
32	58	 4	 11	1	750943	753028	6		0
32	50	 4	 12	1	760603	762705	7		0
32	32	 2	 12	1	785156	786518	7		0
32	76	 2	 12	1	792925	795535	7		0
32	71	 1	 12	1	809546	810786	7		0
32	47	 1	 11	1	836540	838258	6		0
32	64	 2	 12	1	862989	866291	6		0
32	19	 1	 12	1	873838	876562	7		0
32	57	 3	 12	1	890437	892338	7		0
32	62	 4	 11	1	903114	905362	6		0
32	52	 2	 11	1	917156	919125	6		0
32	65	 3	 12	1	933490	936614	7		0
32	43	 1	 12	1	952109	954674	7		0
32	12	 2	 12	1	960093	961522	7		0
32	23	 1	 12	1	974493	975985	7		0
32	91	 1	 11	1	1065670	1068651	6		0
32	45	 3	 12	1	1097117	1099938	7		0
32	40	 2	 12	1	1104797	1108033	7		0
32	9	 3	 12	1	1118074	1120578	6		0
32	49	 3	 12	1	1128954	1131062	7		0
32	24	 2	 12	1	1150817	1152418	7		0
32	15	 1	 11	1	1164406	1165858	6		0
32	55	 1	 11	1	1173724	1175130	6		0
32	18	 4	 11	1	1201435	1203843	6		0
32	69	 3	 12	1	1214746	1216118	7		0
32	27	 1	 11	1	1222495	1224386	6		0
32	29	 3	 11	1	1231820	1235290	6		0
32	35	 1	 12	1	1256572	1258682	7		0
32	88	 2	 11	1	1263948	1266022	6		0
32	11	 1	 11	1	1281420	1285878	6		0
32	95	 1	 12	1	1298137	1302630	7		0
32	54	 4	 12	1	1312413	1314531	7		0
32	38	 4	 12	1	1322328	1324802	7		0
32	48	 2	 11	1	1338635	1340387	6		0
32	42	 4	 12	1	1355950	1357858	7		0
32	21	 3	 11	1	1372379	1373458	6		0
32	78	 4	 12	1	1379866	1382167	7		0
32	59	 1	 11	1	1389581	1392102	6		0
32	22	 4	 11	1	1399279	1401334	6		0
32	51	 1	 11	1	1418110	1419649	6		0
32	72	 2	 11	1	1433946	1436147	6		0
32	56	 2	 11	1	1462930	1464998	6		0
32	25	 3	 12	1	1479723	1481571	7		0
32	36	 2	 11	1	1493452	1495026	7		0
32	53	 3	 12	1	1527834	1530542	7		0
33	1	 1	 1	1	8147747	8151011	7		0
33	2	 1	 1	1	8166289	8169730	7		0
33	3	 1	 1	1	8184340	8188584	6		0
33	4	 1	 1	1	8201893	8204442	6		0
33	5	 1	 1	1	8218005	8221688	7		0
33	6	 4	 11	1	8413360	8415508	6		0
33	9	 3	 12	1	8442599	8444715	6		0
33	11	 1	 11	1	8464021	8466095	6		0
33	12	 2	 12	1	8474773	8476984	7		0
33	15	 1	 11	1	8506387	8507946	6		0
33	18	 4	 11	1	8539076	8540955	6		0
33	19	 1	 12	1	8554852	8556586	7		0
33	21	 3	 11	1	8573156	8574521	6		0
33	22	 4	 11	1	8582544	8584275	6		0
33	23	 1	 12	1	8595588	8597079	7		0
33	24	 2	 12	1	8606533	8608618	7		0
33	25	 3	 12	1	8617013	8618776	7		0
33	27	 1	 11	1	8637395	8639735	6		0
33	29	 3	 11	1	8657618	8660227	6		0
33	32	 2	 12	1	8689009	8690442	7		0
33	35	 1	 12	1	8726405	8728480	7		0
33	36	 2	 11	1	8746099	8747760	7		0
33	38	 4	 12	1	8767764	8770171	7		0
33	40	 2	 12	1	8788371	8790011	7		0
33	42	 4	 12	1	8808463	8809676	7		0
33	43	 1	 12	1	8821923	8824052	7		0
33	45	 3	 12	1	8843988	8846359	7		0
33	47	 1	 11	1	8868307	8870612	6		0
33	48	 2	 11	1	8879746	8884884	6		0
33	49	 3	 12	1	8896036	8897482	7		0
33	50	 4	 12	1	8908983	8910588	7		0
33	51	 1	 11	1	8919925	8921688	6		0
33	52	 2	 11	1	8933893	8935707	6		0
33	53	 3	 12	1	8944646	8946265	7		0
33	54	 4	 12	1	8961717	8964667	7		0
33	55	 1	 11	1	8976629	8981354	6		0
33	56	 2	 11	1	8996655	8999729	7		0
33	57	 3	 12	1	9009044	9011001	7		0
33	58	 4	 11	1	9020947	9022996	6		0
33	59	 1	 11	1	9034741	9038826	6		0
33	62	 4	 11	1	9070675	9086124	6		0
33	64	 2	 12	1	9100739	9103781	7		0
33	65	 3	 12	1	9120388	9123611	7		0
33	69	 3	 12	1	9163574	9165657	7		0
